anomaly,country,series,make,model_gen,generation,prev_year,year,prev_stock,stock,change
cohort_rise,GB,VEH0120,BMW,Z3 M,E36_7,2001,2002,1127,1209,0.07275953859804796
cohort_rise,GB,VEH0124,LOTUS,ESPRIT,S1_S3,2020,2021,276,296,0.07246376811594213
cohort_rise,GB,VEH0124,TOYOTA,GT86,ZN6,2017,2018,5858,6281,0.07220894503243436
cohort_rise,GB,VEH0124,MAZDA,RX-7,FD,2015,2016,42,45,0.0714285714285714
cohort_rise,GB,VEH0124,ALFA ROMEO,GTV,116,2020,2021,42,45,0.0714285714285714
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2005,2006,84,90,0.0714285714285714
cohort_rise,GB,VEH0120,MERCEDES-BENZ,SLR MCLAREN,C199,2010,2011,28,30,0.0714285714285714
cohort_rise,GB,VEH0120,NISSAN,350Z,Z33,2007,2008,6825,7312,0.07135531135531137
cohort_rise,GB,VEH0120,BMW,Z3 M,E36_7,2000,2001,1052,1127,0.07129277566539916
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2014,2015,1777,1903,0.07090602138435576
cohort_rise,GB,VEH0120,LEXUS,LS400,XF10_XF20,1998,1999,6801,7282,0.07072489339802979
cohort_rise,GB,VEH0124,BMW,Z4,E89,2015,2016,13933,14916,0.07055192707959512
cohort_rise,GB,VEH0124,PEUGEOT,106 RALLYE,S1,2023,2024,71,76,0.07042253521126751
cohort_rise,GB,VEH0120,AUDI,RS2,B4,1998,1999,142,152,0.07042253521126751
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S3,2020,2021,556,595,0.07014388489208634
cohort_rise,GB,VEH0120,SAAB,9-3 VIGGEN,MK1,2000,2001,287,307,0.06968641114982588
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2022,2023,20161,21563,0.06954020137889994
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,982,2020,2021,3285,3513,0.06940639269406401
cohort_rise,GB,VEH0124,NISSAN,SKYLINE GT-R,R34,2014,2015,29,31,0.06896551724137923
cohort_rise,GB,VEH0120,TVR,CERBERA,CERBERA,1999,2000,903,965,0.06866002214839417
cohort_rise,GB,VEH0124,HONDA,NSX,NC1,2024,2025,73,78,0.06849315068493156
cohort_rise,GB,VEH0124,PORSCHE,BOXSTER,982,2021,2022,3513,3753,0.0683176771989753
cohort_rise,GB,VEH0124,LEXUS,IS-F,XE20,2020,2021,176,188,0.06818181818181812
cohort_rise,GB,VEH0124,FORD,ESCORT RS COSWORTH,MK5,2020,2021,279,298,0.06810035842293916
cohort_rise,GB,VEH0120,NISSAN,370Z,Z34,2016,2017,2049,2188,0.06783796974133716
cohort_rise,GB,VEH0124,JAGUAR,XJ,X351,2017,2018,9539,10186,0.06782681622811615
cohort_rise,GB,VEH0120,FERRARI,F430,F430,2025,2026,668,713,0.06736526946107779
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SL,R231,2018,2019,4863,5190,0.06724244293645887
cohort_rise,GB,VEH0120,VOLKSWAGEN,LUPO GTI,6X,2004,2005,893,953,0.06718924972004481
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S3,2019,2020,521,556,0.06717850287907878
cohort_rise,GB,VEH0120,BMW,Z8,E52,2002,2003,134,143,0.0671641791044777
cohort_rise,GB,VEH0124,MERCEDES-BENZ,S-CLASS,W222,2020,2021,11924,12721,0.066839986581684
cohort_rise,GB,VEH0120,FERRARI,599,599,2009,2010,315,336,0.06666666666666665
cohort_rise,GB,VEH0120,LEXUS,IS-F,XE20,2012,2013,210,224,0.06666666666666665
cohort_rise,GB,VEH0124,AUDI,RS2,B4,2024,2025,30,32,0.06666666666666665
cohort_rise,GB,VEH0124,MITSUBISHI,ECLIPSE,1G_2G,2023,2024,15,16,0.06666666666666665
cohort_rise,GB,VEH0120,AUDI,RS2,B4,2024,2025,30,32,0.06666666666666665
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,2023,2024,15,16,0.06666666666666665
cohort_rise,GB,VEH0124,ASTON MARTIN,VANQUISH,I,2020,2021,120,128,0.06666666666666665
cohort_rise,GB,VEH0124,JAGUAR,F-TYPE,X152,2021,2022,13630,14530,0.0660308143800441
cohort_rise,GB,VEH0120,CITROEN,SAXO VTS,S0,2002,2003,45172,48154,0.06601434516957405
cohort_rise,GB,VEH0124,NISSAN,370Z,Z34,2016,2017,2100,2238,0.06571428571428561
cohort_rise,GB,VEH0120,JAGUAR,F-TYPE,X152,2021,2022,13447,14330,0.06566520413475119
cohort_rise,GB,VEH0120,FERRARI,575M,575M,2024,2025,92,98,0.0652173913043479
cohort_rise,GB,VEH0124,ALFA ROMEO,155,167,2022,2023,46,49,0.0652173913043479
cohort_rise,GB,VEH0120,ALFA ROMEO,155,167,2022,2023,46,49,0.0652173913043479
cohort_rise,GB,VEH0120,BMW,135I,E82,2012,2013,1169,1245,0.06501283147989745
cohort_rise,GB,VEH0120,FORD,SIERRA COSWORTH,MK2,2021,2022,695,740,0.06474820143884896
cohort_rise,GB,VEH0124,FERRARI,575M,575M,2024,2025,93,99,0.06451612903225801
cohort_rise,GB,VEH0120,TVR,TUSCAN,TUSCAN,2003,2004,1134,1207,0.06437389770723101
cohort_rise,GB,VEH0120,VOLKSWAGEN,PHAETON,3D,2009,2010,1555,1655,0.06430868167202575
cohort_rise,GB,VEH0120,PORSCHE,928,928,2024,2025,654,696,0.06422018348623859
cohort_rise,GB,VEH0124,LOTUS,ESPRIT,S1_S3,2016,2017,218,232,0.06422018348623859
cohort_rise,GB,VEH0124,ALFA ROMEO,SPIDER,105_115,2016,2017,125,133,0.06400000000000006
cohort_rise,GB,VEH0120,PEUGEOT,306 GTI-6,MK2,1999,2000,4571,4863,0.0638809888427041
cohort_rise,GB,VEH0124,PORSCHE,928,928,2024,2025,659,701,0.06373292867981784
cohort_rise,GB,VEH0124,AUDI,TT,8S,2020,2021,31052,33025,0.06353858044570404
cohort_rise,GB,VEH0120,OPEL,CALIBRA,A,1996,1997,33701,35842,0.06352927212842352
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S3,2024,2025,458,487,0.06331877729257651
cohort_rise,GB,VEH0120,NISSAN,SUNNY GTI-R,N14,2025,2026,16,17,0.0625
cohort_rise,GB,VEH0124,MASERATI,QUATTROPORTE,IV,2022,2023,16,17,0.0625
cohort_rise,GB,VEH0124,AUDI,TT,8S,2022,2023,35535,37749,0.06230476994512446
cohort_rise,GB,VEH0124,AUDI,R8,4S,2022,2023,1175,1248,0.062127659574467975
cohort_rise,GB,VEH0120,ASTON MARTIN,DB7,DB7,2003,2004,2608,2770,0.062116564417177944
cohort_rise,GB,VEH0120,RENAULT,AVANTIME,MK1,2020,2021,145,154,0.06206896551724128
cohort_rise,GB,VEH0124,MERCEDES-BENZ,SL,R231,2017,2018,4580,4863,0.06179039301310052
cohort_rise,GB,VEH0120,LOTUS,EVORA,122,2011,2012,389,413,0.06169665809768632
cohort_rise,GB,VEH0120,FIAT,BARCHETTA,183,2000,2001,1298,1378,0.06163328197226492
cohort_rise,GB,VEH0120,FORD,SIERRA COSWORTH,MK2,2025,2026,635,674,0.06141732283464574
cohort_rise,GB,VEH0120,NISSAN,GT-R,R35,2011,2012,1580,1677,0.061392405063291244
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2006,2007,49,52,0.061224489795918435
cohort_rise,GB,VEH0120,MERCEDES-BENZ,C55 AMG,W203,2017,2018,98,104,0.061224489795918435
cohort_rise,GB,VEH0124,MASERATI,GRANTURISMO,M145,2014,2015,2075,2202,0.06120481927710841
cohort_rise,GB,VEH0120,MASERATI,GRANTURISMO,M145,2014,2015,2051,2176,0.060945880058508095
cohort_rise,GB,VEH0124,LANCIA,DELTA INTEGRALE,831,2023,2024,181,192,0.06077348066298338
cohort_rise,GB,VEH0124,RENAULT,MEGANE RS,MK4,2021,2022,1037,1100,0.06075216972034725
cohort_rise,GB,VEH0124,FORD,SIERRA COSWORTH,MK2,2021,2022,708,751,0.06073446327683607
cohort_rise,GB,VEH0120,FERRARI,599,599,2025,2026,198,210,0.06060606060606055
cohort_rise,GB,VEH0124,MERCEDES-BENZ,C55 AMG,W203,2017,2018,99,105,0.06060606060606055
cohort_rise,GB,VEH0124,NISSAN,300ZX,Z32,2024,2025,165,175,0.06060606060606055
cohort_rise,GB,VEH0124,PORSCHE,911,G,2020,2021,1424,1510,0.06039325842696619
cohort_rise,GB,VEH0120,PEUGEOT,206 GTI,MK1,2004,2005,16299,17282,0.06031044849377265
cohort_rise,GB,VEH0124,RENAULT,CLIO 16V,MK1,2019,2020,50,53,0.06000000000000005
cohort_rise,GB,VEH0120,FERRARI,458,458,2025,2026,868,920,0.05990783410138256
cohort_rise,GB,VEH0120,ASTON MARTIN,DB9,DB9,2008,2009,3667,3886,0.059721843468775626
cohort_rise,GB,VEH0120,MASERATI,3200 GT,338,2001,2002,691,732,0.05933429811866864
cohort_rise,GB,VEH0120,LEXUS,IS-F,XE20,2020,2021,169,179,0.059171597633136175
cohort_rise,GB,VEH0120,ALFA ROMEO,8C,8C,2019,2020,17,18,0.05882352941176472
cohort_rise,GB,VEH0124,LOTUS,EXIGE,S1,2022,2023,51,54,0.05882352941176472
cohort_rise,GB,VEH0124,ALFA ROMEO,8C,8C,2019,2020,17,18,0.05882352941176472
cohort_rise,GB,VEH0124,MERCEDES-BENZ,C63 AMG,W205,2016,2017,17,18,0.05882352941176472
cohort_rise,GB,VEH0120,MITSUBISHI,ECLIPSE,1G_2G,1999,2000,69,73,0.05797101449275366
cohort_rise,GB,VEH0124,SUZUKI,SWIFT SPORT,ZC32,2016,2017,5849,6187,0.05778765600957425
cohort_rise,GB,VEH0120,NISSAN,SUNNY GTI-R,N14,2001,2002,156,165,0.05769230769230771
cohort_rise,GB,VEH0124,LOTUS,ESPRIT,S1_S3,2019,2020,261,276,0.05747126436781613
cohort_rise,GB,VEH0120,PORSCHE,CARRERA GT,980,2018,2019,35,37,0.05714285714285716
cohort_rise,GB,VEH0120,ALFA ROMEO,8C,8C,2012,2013,35,37,0.05714285714285716
cohort_rise,GB,VEH0120,RENAULT,A610,A610,2003,2004,35,37,0.05714285714285716
cohort_rise,GB,VEH0124,PORSCHE,CARRERA GT,980,2018,2019,35,37,0.05714285714285716
cohort_rise,GB,VEH0120,MITSUBISHI,FTO,DE,2006,2007,739,781,0.05683355886332886
cohort_rise,GB,VEH0120,OPEL,LOTUS CARLTON,A,2003,2004,124,131,0.056451612903225756
cohort_rise,GB,VEH0124,BMW,M5,F90,2022,2023,2817,2975,0.056088036918707784
cohort_rise,GB,VEH0120,ALFA ROMEO,GT,937,2008,2009,6404,6763,0.05605871330418499
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2023,2024,21563,22771,0.0560218893474933
cohort_rise,GB,VEH0120,TVR,CERBERA,CERBERA,2000,2001,965,1019,0.05595854922279786
cohort_rise,GB,VEH0120,LOTUS,EVORA,122,2025,2026,594,627,0.05555555555555558
cohort_rise,GB,VEH0124,PORSCHE,CARRERA GT,980,2023,2024,18,19,0.05555555555555558
cohort_rise,GB,VEH0120,NISSAN,300ZX,Z32,2024,2025,163,172,0.05521472392638027
cohort_rise,GB,VEH0124,RENAULT,AVANTIME,MK1,2020,2021,146,154,0.0547945205479452
cohort_rise,GB,VEH0124,ABARTH,500,312,2020,2021,21295,22458,0.054613759098379955
cohort_rise,GB,VEH0120,ABARTH,500,312,2020,2021,21013,22159,0.05453766715842567
cohort_rise,GB,VEH0120,MG,RV8,RV8,2013,2014,331,349,0.05438066465256797
cohort_rise,GB,VEH0124,JAGUAR,F-TYPE,X152,2019,2020,12331,12998,0.054091314573027294
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2020,2021,17475,18415,0.05379113018597992
cohort_rise,GB,VEH0120,JAGUAR,F-TYPE,X152,2019,2020,12176,12830,0.05371222076215498
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2024,2025,22771,23992,0.05362083351631464
cohort_rise,GB,VEH0124,MAZDA,MX-5,ND,2019,2020,16588,17475,0.053472389679286136
cohort_rise,GB,VEH0120,HONDA,S2000,AP1_AP2,2008,2009,7609,8012,0.052963595741884584
cohort_rise,GB,VEH0124,NISSAN,SKYLINE GT-R,R33,2020,2021,19,20,0.05263157894736836
cohort_rise,GB,VEH0120,PEUGEOT,406 COUPE,MK1,2002,2003,9317,9806,0.05248470537726746
cohort_rise,GB,VEH0120,PEUGEOT,205 GTI,MK1,2020,2021,1051,1106,0.05233111322549955
cohort_rise,GB,VEH0120,MG,RV8,RV8,2004,2005,365,384,0.05205479452054784
cohort_rise,GB,VEH0124,SEAT,IBIZA CUPRA,6J,2014,2015,1542,1622,0.05188067444876787
cohort_rise,GB,VEH0124,AUDI,S3,8V,2019,2020,22099,23234,0.05135979003574831
cohort_rise,GB,VEH0124,PEUGEOT,205 GTI,MK1,2020,2021,1072,1127,0.051305970149253755
cohort_rise,GB,VEH0120,CITROEN,C2 VTS,A6,2009,2010,10080,10591,0.050694444444444375
cohort_rise,GB,VEH0124,AUDI,S8,D4,2017,2018,614,645,0.050488599348534224
cohort_rise,GB,VEH0124,TOYOTA,CELICA GT-FOUR,ST185_ST205,2024,2025,20,21,0.050000000000000044
cohort_rise,GB,VEH0120,LANCIA,DELTA INTEGRALE,831,2023,2024,180,189,0.050000000000000044
cohort_rise,GB,VEH0120,TOYOTA,CELICA GT-FOUR,ST185_ST205,2024,2025,20,21,0.050000000000000044
cohort_rise,GB,VEH0124,NISSAN,SKYLINE GT-R,R33,2018,2019,20,21,0.050000000000000044
stock_jump,GB,VEH0120,AUDI,A4,,1994,1995,1,12263,12262.0
stock_jump,GB,VEH0120,PEUGEOT,206,,1997,1998,1,9920,9919.0
stock_jump,GB,VEH0120,RENAULT,MEGANE,,1995,1996,4,25700,6424.0
stock_jump,GB,VEH0120,CITROEN,DS3,,2009,2010,1,5208,5207.0
stock_jump,GB,VEH0120,MAZDA,RX-8,SE3P,2002,2003,1,1820,1819.0
stock_jump,GB,VEH0120,MAZDA,2,,2002,2003,2,2046,1022.0
stock_jump,GB,VEH0120,BMW,Z3,E36_7,1996,1997,5,4372,873.4
stock_jump,GB,VEH0120,HONDA,CIVIC TYPE R,,2008,2009,2,1439,718.5
stock_jump,GB,VEH0120,CITROEN,SAXO VTS,S0,1996,1997,17,5626,329.94117647058823
stock_jump,GB,VEH0120,MERCEDES-BENZ,OTHER,,1996,1997,3,914,303.6666666666667
stock_jump,GB,VEH0120,ALFA ROMEO,MITO,,2008,2009,22,5915,267.8636363636364
stock_jump,GB,VEH0120,SKODA,OCTAVIA,,1997,1998,11,2438,220.63636363636363
stock_jump,GB,VEH0120,ALFA ROMEO,147,,2000,2001,30,5665,187.83333333333334
stock_jump,GB,VEH0120,ASTON MARTIN,DB7,DB7,1994,1995,1,172,171.0
stock_jump,GB,VEH0120,CITROEN,C8,,2002,2003,15,2486,164.73333333333332
stock_jump,GB,VEH0120,BMW,Z3 M,E36_7,1997,1998,3,488,161.66666666666666
stock_jump,GB,VEH0120,VOLKSWAGEN,GOLF R,,2002,2003,12,1895,156.91666666666666
stock_jump,GB,VEH0120,SMART,OTHER,,2003,2004,21,3262,154.33333333333334
stock_jump,GB,VEH0120,TVR,SAGARIS,SAGARIS,2004,2005,1,148,147.0
stock_jump,GB,VEH0124,AUDI,RS4,B9,2017,2018,4,578,143.5
stock_jump,GB,VEH0124,FORD,PUMA,MK2,2019,2020,200,25930,128.65
stock_jump,GB,VEH0120,VOLKSWAGEN,LUPO GTI,6X,2000,2001,3,359,118.66666666666667
stock_jump,GB,VEH0120,ALFA ROMEO,156,932,1997,1998,43,4779,110.13953488372093
stock_jump,GB,VEH0120,VOLKSWAGEN,PHAETON,3D,2002,2003,1,92,91.0
stock_jump,GB,VEH0120,PEUGEOT,406,,1995,1996,427,32702,75.58548009367682
stock_jump,GB,VEH0120,FORD,FIESTA ST,,2004,2005,56,4100,72.21428571428571
stock_jump,GB,VEH0120,VOLVO,C70,,1997,1998,12,789,64.75
stock_jump,GB,VEH0120,RENAULT,SPIDER,SPIDER,1996,1997,1,55,54.0
stock_jump,GB,VEH0124,MITSUBISHI,ECLIPSE CROSS,,2017,2018,110,5456,48.6
stock_jump,GB,VEH0120,MAZDA,3,,2003,2004,189,9147,47.3968253968254
stock_jump,GB,VEH0120,MITSUBISHI,ECLIPSE CROSS,,2017,2018,110,5298,47.163636363636364
stock_jump,GB,VEH0120,MITSUBISHI,FTO,DE,2001,2002,6,227,36.833333333333336
stock_jump,GB,VEH0120,ALFA ROMEO,GIULIETTA,,2009,2010,70,2511,34.871428571428574
stock_jump,GB,VEH0120,AUDI,RSQ,,2013,2014,13,454,33.92307692307692
stock_jump,GB,VEH0120,CITROEN,VAN,,1997,1998,19,621,31.684210526315788
stock_jump,GB,VEH0120,PORSCHE,BOXSTER,,1996,1997,34,1088,31.0
stock_jump,GB,VEH0120,CITROEN,C4,,2004,2005,711,17754,23.970464135021096
stock_jump,GB,VEH0120,SEAT,LEON CUPRA,,2000,2001,97,2302,22.7319587628866
stock_jump,GB,VEH0124,ALFA ROMEO,JUNIOR,,2024,2025,83,1825,20.987951807228917
stock_jump,GB,VEH0120,ALFA ROMEO,JUNIOR,,2024,2025,82,1776,20.658536585365855
stock_jump,GB,VEH0124,ALFA ROMEO,JUNIOR,,2023,2024,4,83,19.75
stock_jump,GB,VEH0120,ALFA ROMEO,JUNIOR,,2023,2024,4,82,19.5
stock_jump,GB,VEH0120,PEUGEOT,306 GTI-6,MK2,1996,1997,97,1836,17.927835051546392
stock_jump,GB,VEH0120,MITSUBISHI,LANCER EVOLUTION,,2001,2002,10,183,17.3
stock_jump,GB,VEH0120,CITROEN,C6,,2005,2006,10,166,15.600000000000001
stock_jump,GB,VEH0124,BMW,M5,F90,2017,2018,33,540,15.363636363636363
stock_jump,GB,VEH0120,MASERATI,GHIBLI,,2013,2014,58,872,14.03448275862069
stock_jump,GB,VEH0120,FIAT,500,,2007,2008,1039,14751,13.19730510105871
stock_jump,GB,VEH0120,MERCEDES-BENZ,SLK,,1996,1997,164,2310,13.085365853658537
stock_jump,GB,VEH0120,FIAT,BARCHETTA,183,1995,1996,9,119,12.222222222222221
stock_jump,GB,VEH0120,BMW,X,,2000,2001,454,5973,12.156387665198238
stock_jump,GB,VEH0120,AUDI,A7,,2010,2011,200,2529,11.645
stock_jump,GB,VEH0120,VOLVO,S60,,2000,2001,566,7002,11.371024734982333
stock_jump,GB,VEH0120,AUDI,RS7,,2013,2014,11,136,11.363636363636363
stock_jump,GB,VEH0120,FORD,FOCUS,,1998,1999,8314,99785,11.002044743805628
stock_jump,GB,VEH0120,VOLVO,C70,,1996,1997,1,12,11.0
stock_jump,GB,VEH0120,AUDI,A1,,2010,2011,1629,19320,10.860036832412524
stock_jump,GB,VEH0120,ALFA ROMEO,GT,937,2003,2004,106,1166,10.0
stock_jump,GB,VEH0120,FORD,FOCUS RS,,2002,2003,175,1894,9.822857142857142
stock_jump,GB,VEH0120,AUDI,A3,,1996,1997,622,6572,9.565916398713826
stock_jump,GB,VEH0120,BMW,I,,2013,2014,178,1795,9.084269662921349
stock_jump,GB,VEH0120,MG,MGF,MGF,1995,1996,643,6442,9.018662519440124
stock_jump,GB,VEH0120,OPEL,VX220,VX220,2000,2001,38,378,8.947368421052632
stock_jump,GB,VEH0120,BMW,135I,E82,2007,2008,51,506,8.92156862745098
stock_jump,GB,VEH0120,PORSCHE,CAYMAN,,2005,2006,237,2219,8.362869198312236
stock_jump,GB,VEH0120,CITROEN,XSARA,,1997,1998,1824,16304,7.93859649122807
stock_jump,GB,VEH0120,BMW,4 SERIES,,2013,2014,1923,16435,7.546541861674466
stock_jump,GB,VEH0120,AUDI,A2,,2000,2001,697,5815,7.342898134863702
stock_jump,GB,VEH0120,AUDI,RS6,,2002,2003,90,745,7.277777777777779
stock_jump,GB,VEH0124,FIAT,124 SPIDER,,2015,2016,98,787,7.030612244897959
stock_jump,GB,VEH0120,ALFA ROMEO,TONALE,,2022,2023,132,1059,7.022727272727273
stock_jump,GB,VEH0124,ALFA ROMEO,TONALE,,2022,2023,137,1096,7.0
stock_jump,GB,VEH0120,FIAT,124 SPIDER,,2015,2016,98,775,6.908163265306122
stock_jump,GB,VEH0120,VOLVO,850 R,854,1994,1995,45,355,6.888888888888889
stock_jump,GB,VEH0120,AUDI,A8,,1994,1995,54,406,6.518518518518518
stock_jump,GB,VEH0124,HONDA,NSX,NC1,2016,2017,11,81,6.363636363636363
stock_jump,GB,VEH0120,MINI,OTHER,,2010,2011,1928,13846,6.181535269709544
stock_jump,GB,VEH0120,CITROEN,C1,,2005,2006,1472,10555,6.170516304347826
stock_jump,GB,VEH0120,CITROEN,C2,,2003,2004,2337,16748,6.166452717158751
stock_jump,GB,VEH0120,MASERATI,QUATTROPORTE,,1996,1997,1,7,6.0
stock_jump,GB,VEH0120,RENAULT,CLIO 16V,,2000,2001,6209,43078,5.937993235625704
stock_jump,GB,VEH0120,ASTON MARTIN,VANQUISH,,2004,2005,18,120,5.666666666666667
stock_jump,GB,VEH0120,LOTUS,ELISE,,1996,1997,136,894,5.573529411764706
stock_jump,GB,VEH0120,FORD,PUMA,,2019,2020,4364,28602,5.554078826764436
stock_jump,GB,VEH0120,MERCEDES-BENZ,ML,,1998,1999,718,4697,5.541782729805014
stock_jump,GB,VEH0124,VOLKSWAGEN,POLO GTI,AW,2018,2019,638,4124,5.463949843260188
stock_jump,GB,VEH0120,RENAULT,CLIO RS,,2001,2002,170,1096,5.447058823529412
stock_jump,GB,VEH0120,RENAULT,TWINGO,,2007,2008,830,5345,5.4397590361445785
stock_jump,GB,VEH0124,AUDI,E-TRON,,2019,2020,1078,6887,5.388682745825603
stock_jump,GB,VEH0120,PEUGEOT,206,,1998,1999,9920,63363,5.387399193548387
stock_jump,GB,VEH0120,AUDI,E-TRON,,2019,2020,1062,6692,5.301318267419962
stock_jump,GB,VEH0124,ALFA ROMEO,GIULIA,,2016,2017,399,2470,5.190476190476191
stock_jump,GB,VEH0120,ALFA ROMEO,GIULIA,,2016,2017,395,2411,5.10379746835443
stock_jump,GB,VEH0124,BMW,8 SERIES,G15,2018,2019,243,1457,4.995884773662551
stock_jump,GB,VEH0120,MAZDA,RX-8,SE3P,2003,2004,1820,10583,4.814835164835165
stock_jump,GB,VEH0120,ALFA ROMEO,STELVIO,,2017,2018,216,1254,4.805555555555555
stock_jump,GB,VEH0124,ALFA ROMEO,STELVIO,,2017,2018,224,1298,4.794642857142857
stock_jump,GB,VEH0120,MERCEDES-BENZ,CLK,,1997,1998,748,4242,4.671122994652406
stock_jump,GB,VEH0120,FERRARI,360,360,1999,2000,65,363,4.584615384615384
stock_jump,GB,VEH0124,RENAULT,MEGANE RS,MK4,2018,2019,92,488,4.304347826086956
stock_jump,GB,VEH0120,FERRARI,OTHER,,2011,2012,20,106,4.3
stock_jump,GB,VEH0120,MASERATI,4200,M138,2001,2002,71,375,4.28169014084507
stock_jump,GB,VEH0120,MERCEDES-BENZ,A-CLASS,,1998,1999,3092,16039,4.187257438551099
stock_jump,GB,VEH0120,LEXUS,LS,,2000,2001,155,798,4.148387096774194
stock_jump,GB,VEH0120,FERRARI,599,599,2006,2007,29,149,4.137931034482759
stock_jump,GB,VEH0120,SUZUKI,SWIFT SPORT,,2006,2007,389,1939,3.984575835475578
stock_jump,GB,VEH0124,MASERATI,OTHER,,2016,2017,213,1040,3.882629107981221
stock_jump,GB,VEH0120,ASTON MARTIN,V8 VANTAGE,,2005,2006,373,1813,3.8605898123324396
stock_jump,GB,VEH0120,MASERATI,OTHER,,2016,2017,207,1004,3.85024154589372
stock_jump,GB,VEH0120,AUDI,RS5,,2010,2011,136,657,3.8308823529411766
stock_jump,GB,VEH0120,MERCEDES-BENZ,C43 AMG,,1994,1995,26,121,3.653846153846154
stock_jump,GB,VEH0120,ASTON MARTIN,DB9,DB9,2004,2005,356,1649,3.632022471910112
stock_jump,GB,VEH0120,MERCEDES-BENZ,B-CLASS,,2005,2006,1483,6859,3.6250842886041807
stock_jump,GB,VEH0120,MERCEDES-BENZ,SLR MCLAREN,C199,2004,2005,8,37,3.625
stock_jump,GB,VEH0120,NISSAN,350Z,Z33,2003,2004,625,2777,3.4432
stock_jump,GB,VEH0120,AUDI,TT,,1999,2000,1798,7951,3.422135706340378
stock_jump,GB,VEH0120,AUDI,A5,,2007,2008,1933,8482,3.3879979306777033
stock_jump,GB,VEH0120,FERRARI,612,612,2004,2005,28,121,3.321428571428571
stock_jump,GB,VEH0120,BMW,2 SERIES,,2014,2015,5251,22165,3.221100742715673
stock_jump,GB,VEH0124,BMW,2 SERIES,,2014,2015,5339,22535,3.220827870387713
stock_jump,GB,VEH0120,MERCEDES-BENZ,GL,,2006,2007,331,1394,3.211480362537764
stock_jump,GB,VEH0120,MAZDA,5,,2005,2006,1428,5947,3.1645658263305325
stock_jump,GB,VEH0120,SKODA,OCTAVIA VRS,,2001,2002,503,1997,2.970178926441352
stock_jump,GB,VEH0120,RENAULT,CLIO V6,MK2,2001,2002,52,205,2.9423076923076925
stock_jump,GB,VEH0120,RENAULT,TWINGO RS,MK2,2008,2009,119,466,2.9159663865546217
stock_jump,GB,VEH0120,BMW,1 SERIES,,2004,2005,7052,27564,2.9086783891094723
stock_jump,GB,VEH0120,AUDI,RS4,,2005,2006,508,1983,2.9035433070866143
stock_jump,GB,VEH0120,MERCEDES-BENZ,GL,,2015,2016,9836,37720,2.834892232614884
stock_jump,GB,VEH0124,MERCEDES-BENZ,GL,,2015,2016,9992,38286,2.8316653322658127
stock_jump,GB,VEH0120,AUDI,RS2,B4,1994,1995,38,145,2.8157894736842106
stock_jump,GB,VEH0120,CITROEN,C2 VTS,A6,2003,2004,788,2986,2.7893401015228427
stock_jump,GB,VEH0120,CITROEN,DS,,2011,2012,1467,5537,2.774369461486026
stock_jump,GB,VEH0120,FORD,PUMA,,1997,1998,3094,11625,2.7572721396250808
stock_jump,GB,VEH0120,CITROEN,C-ZERO,,2011,2012,40,149,2.725
stock_jump,GB,VEH0120,SMART,ROADSTER,452,2003,2004,1017,3763,2.7000983284169124
stock_jump,GB,VEH0120,ALFA ROMEO,GTV,,1995,1996,364,1338,2.6758241758241756
stock_jump,GB,VEH0120,MINI,ONE,,2001,2002,4134,15112,2.655539429124335
stock_jump,GB,VEH0120,CITROEN,SAXO,,1996,1997,10132,37024,2.6541650217133834
stock_jump,GB,VEH0120,NISSAN,SKYLINE GT-R,,1997,1998,62,226,2.6451612903225805
stock_jump,GB,VEH0120,MERCEDES-BENZ,CL,,1996,1997,94,336,2.574468085106383
stock_jump,GB,VEH0124,BMW,M3,F80,2014,2015,262,918,2.50381679389313
stock_jump,GB,VEH0120,AUDI,A6,,1994,1995,2052,7172,2.4951267056530213
stock_jump,GB,VEH0120,MINI,COOPER,,2001,2002,7130,24868,2.4877980364656382
stock_jump,GB,VEH0120,ALFA ROMEO,GIULIETTA,,2010,2011,2511,8724,2.4743130227001195
stock_jump,GB,VEH0120,MASERATI,GRANTURISMO,M145,2007,2008,193,668,2.461139896373057
stock_jump,GB,VEH0120,AUDI,SQ,,2013,2014,760,2613,2.4381578947368423
stock_jump,GB,VEH0120,ABARTH,OTHER,,2008,2009,95,320,2.3684210526315788
stock_jump,GB,VEH0120,NISSAN,370Z,Z34,2009,2010,302,1013,2.3543046357615895
stock_jump,GB,VEH0120,SKODA,OCTAVIA,,1998,1999,2438,8128,2.3338802296964727
stock_jump,GB,VEH0120,MITSUBISHI,LANCER EVOLUTION,,2002,2003,183,605,2.3060109289617485
stock_jump,GB,VEH0120,MAZDA,6,,2002,2003,5937,19340,2.257537476840155
